Customer_No,Gender,LiteracyLevel,MaritalStatus,Occupation,ApplicantIncome,LoanHistroy,LoanTerm,LoanAmount,LoanStatus
4405518,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,95571.75,1,180,112000,Rejected
4405519,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,39762.7,1,180,72000,Rejected
4405520,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,130000.0,1,180,168000,Accepted
4405521,FEMALE,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,148702.9,1,180,168000,Accepted
4405522,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,179149.3,1,180,192000,Accepted
4405523,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,177031.3,1,180,192000,Accepted
4405524,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,179200.2,1,180,192000,Accepted
4405525,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,179200.2,1,180,192000,Accepted
4405526,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,112423.9,1,180,122000,Accepted
4405527,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,178265.4,1,180,192000,Accepted
4405528,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,152076.2,1,180,168000,Accepted
4405529,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,103333.85,1,180,168000,Accepted
4405530,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,111332.9,1,180,120000,Accepted
4405531,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,157733.15,1,180,168000,Accepted
4405532,FEMALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,155785.9,1,180,168000,Accepted
4405533,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,76281.35,1,180,168000,Rejected
4405534,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,89049.75,1,180,168000,Accepted
4405535,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,110666.2,1,180,120000,Accepted
4405536,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,111332.9,1,180,120000,Accepted
4405537,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,110291.4,1,180,120000,Accepted
4405538,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,109435.65,1,180,120000,Accepted
4405539,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,95287.1,1,180,120000,Accepted
4405540,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,97415.4,1,180,120000,Accepted
4405541,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,131744.3,1,180,142000,Accepted
4405542,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405543,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,134527.85,1,180,145000,Accepted
4405544,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405545,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405546,FEMALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,178133.55,1,180,192000,Accepted
4405547,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405548,FEMALE,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,178133.55,1,180,192000,Accepted
4405549,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405550,FEMALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,165333.75,1,180,192000,Accepted
4405551,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,70022.75,1,180,75470,Rejected
4405552,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,166400.4,1,180,192000,Accepted
4405553,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405554,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405555,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,178133.55,1,180,192000,Accepted
4405556,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,7510.65,1,120,120000,Rejected
4405557,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,23057.35,1,120,190000,Accepted
4405558,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,44712.15,1,120,190000,Accepted
4405559,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,52824.6,1,120,190000,Accepted
4405560,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,7466.95,1,120,120000,Rejected
4405561,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,90766.1,1,120,190000,Accepted
4405562,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,72506.7,1,120,190000,Accepted
4405563,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,99212.3,1,120,190000,Accepted
4405564,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,7509.5,1,120,120000,Rejected
4405565,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,7466.95,1,120,120000,Rejected
4405566,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,7466.95,1,120,120000,Rejected
4405567,FEMALE,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,7594.65,1,120,120000,Rejected
4405568,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,7594.65,1,120,120000,Rejected
4405569,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,124392.77,1,120,192000,Accepted
4405570,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,180409.57,1,120,192000,Accepted
4405571,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,176674.32,1,120,192000,Accepted
4405572,FEMALE,PRIMARY/ELEMENTARY,SINGLE,OTHERS,167076.02,1,120,192000,Accepted
4405573,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,127661.72,1,120,192000,Accepted
4405574,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,171975.87,1,120,192000,Accepted
4405575,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,180734.42,1,120,192000,Accepted
4405576,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,179125.82,1,120,192000,Accepted
4405577,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,159957.72,1,120,192000,Accepted
4405578,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,49311.17,1,120,192000,Rejected
4405579,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,14134.82,1,120,92000,Rejected
4405580,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,61847.22,1,120,192000,Rejected
4405581,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,13276.92,1,120,92000,Rejected
4405582,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,159475.45,1,120,192000,Rejected
4405583,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,28962.1,1,120,192000,Rejected
4405584,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,103856.55,1,120,192000,Rejected
4405585,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,152872.2,1,120,160000,Accepted
4405586,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,153333.25,1,120,160000,Accepted
4405587,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,153333.25,1,120,160000,Accepted
4405588,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,134166.75,1,120,140000,Accepted
4405589,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,153332.2,1,120,160000,Accepted
4405590,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,153333.25,1,120,160000,Accepted
4405591,FEMALE,NOT SPECIFIED,SINGLE,OTHERS,22921.15,1,120,160000,Accepted
4405592,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,22895.15,1,120,160000,Accepted
4405593,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,59523.8,1,120,192000,Accepted
4405594,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,25493.5,1,120,170000,Accepted
4405595,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,53095.65,1,120,186700,Accepted
4405596,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,31315.4,1,120,170000,Accepted
4405597,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,40026.45,1,120,172000,Accepted
4405598,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,163399.9,1,120,172000,Accepted
4405599,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,63363.9,1,120,192000,Accepted
4405600,Male,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,7000.0,2,36,20000,Accepted
4405601,Female,NOT SPECIFIED,SINGLE,GOVERNMENT_EMPLOYEE,20000.0,2,68,20000,Rejected
4405602,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,20000,Accepted
4405603,Male,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,20000,Rejected
4405604,Female,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,15000.0,1,56,10000,Accepted
4405605,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,1,68,20000,Rejected
4405606,Female,NOT SPECIFIED,SINGLE,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405607,Male,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,20000,Accepted
4405608,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,8000,Accepted
4405609,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,5000,Rejected
4405610,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,20000.0,1,68,20000,Rejected
4405611,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405612,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,10000.0,1,44,20000,Rejected
4405613,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,1,68,20000,Rejected
4405614,Female,PRIMARY/ELEMENTARY,SINGLE,GOVERNMENT_EMPLOYEE,10000.0,2,44,20000,Accepted
4405615,Female,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,10000,Rejected
4405616,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,2,44,10000,Accepted
4405617,Female,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,10000,Accepted
4405618,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,15000.0,1,56,10000,Rejected
4405619,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Rejected
4405620,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,10000.0,2,44,20000,Rejected
4405621,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405622,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,10000.0,2,44,10000,Accepted
4405623,Female,NOT SPECIFIED,SINGLE,TRADE/BUSINESS,20000.0,2,68,7000,Rejected
4405624,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,10000.0,1,44,20000,Rejected
4405625,Male,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,1,68,20000,Rejected
4405626,Male,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,10000,Rejected
4405627,Male,NOT SPECIFIED,SINGLE,OTHERS,20000.0,1,68,10000,Rejected
4405628,Female,PRIMARY/ELEMENTARY,MARRIED,FARMING,20000.0,2,68,20000,Rejected
4405629,Female,NOT SPECIFIED,SINGLE,OTHERS,20000.0,2,68,20000,Rejected
4405630,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,20000.0,2,68,10000,Rejected
4405631,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Rejected
4405632,Female,PRIMARY/ELEMENTARY,SINGLE,GOVERNMENT_EMPLOYEE,10000.0,1,44,10000,Rejected
4405633,FEMALE,NOT SPECIFIED,UNSPECIFIED,TRADE/BUSINESS,10000.0,2,44,5000,Rejected
4405634,Female,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,20000.0,2,68,10000,Accepted
4405635,Male,NOT SPECIFIED,SINGLE,TRADE/BUSINESS,10000.0,1,44,20000,Accepted
4405636,Male,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405637,Female,NOT SPECIFIED,MARRIED,FARMING,10000.0,1,44,20000,Rejected
4405638,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405639,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Rejected
4405640,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,15000.0,2,56,20000,Accepted
4405641,Female,NOT SPECIFIED,MARRIED,FARMING,20000.0,2,68,10000,Accepted
4405642,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,2,68,20000,Accepted
4405643,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,2,68,8000,Rejected
4405644,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,20000,Rejected
4405645,Female,NOT SPECIFIED,SINGLE,OTHERS,15000.0,2,56,20000,Rejected
4405646,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,10000.0,1,44,10000,Rejected
4405647,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,8000.0,1,36,10000,Rejected
4405648,Female,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,10000.0,1,44,20000,Accepted
4405649,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,10000,Accepted
4405650,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405651,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Rejected
4405652,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405653,Female,NOT SPECIFIED,MARRIED,GOVERNMENT_EMPLOYEE,10000.0,2,44,10000,Rejected
4405654,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405655,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405656,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405657,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405658,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405659,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,10000,Rejected
4405660,Female,NOT SPECIFIED,SINGLE,OTHERS,20000.0,1,68,20000,Rejected
4405661,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405662,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Accepted
4405663,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,3,44,15000,Accepted
4405664,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405665,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405666,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,3,68,20000,Accepted
4405667,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,15000,Rejected
4405668,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,15000.0,2,56,20000,Accepted
4405669,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Rejected
4405670,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,15000,Rejected
4405671,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,10000,Accepted
4405672,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405673,Female,NOT SPECIFIED,SINGLE,TRADE/BUSINESS,20000.0,1,68,10000,Rejected
4405674,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,15000.0,1,56,10000,Rejected
4405675,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,10000,Accepted
4405676,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Rejected
4405677,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Rejected
4405678,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4405679,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,GOVERNMENT_EMPLOYEE,10000.0,2,44,20000,Accepted
4405680,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4405681,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,20000,Rejected
4405682,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,8000.0,2,36,5000,Accepted
4405683,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,2,68,20000,Rejected
4405684,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405685,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405686,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,3,68,20000,Accepted
4405687,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405688,Female,PRIMARY/ELEMENTARY,SINGLE,OTHERS,20000.0,2,68,10000,Rejected
4405689,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,10000,Accepted
4405690,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,2,44,12000,Accepted
4405691,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,2,68,10000,Rejected
4405692,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Rejected
4405693,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405694,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,10000,Accepted
4405695,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405696,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Rejected
4405697,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,8000,Accepted
4405698,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405699,Male,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405700,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405701,Female,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,10000,Accepted
4405702,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405703,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,TRADE/BUSINESS,10000.0,1,44,20000,Accepted
4405704,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405705,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Rejected
4405706,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,10000,Rejected
4405707,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,2,68,10000,Rejected
4405708,Male,NOT SPECIFIED,MARRIED,OTHERS,15000.0,2,56,10000,Accepted
4405709,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,10000,Rejected
4405710,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,10000,Rejected
4405711,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,1,44,10000,Accepted
4405712,Male,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,1,68,20000,Accepted
4405713,Male,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405714,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,8000.0,2,36,10000,Rejected
4405715,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,15000.0,1,56,10000,Rejected
4405716,Male,PRIMARY/ELEMENTARY,SINGLE,TRADE/BUSINESS,10000.0,2,44,10000,Accepted
4405717,Female,NOT SPECIFIED,MARRIED,OTHERS,5000.0,2,32,20000,Accepted
4405718,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,2,68,10000,Rejected
4405719,FEMALE,NOT SPECIFIED,UNSPECIFIED,GOVERNMENT_EMPLOYEE,15000.0,1,56,10000,Accepted
4405720,Male,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,20000,Accepted
4405721,Male,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Accepted
4405722,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Accepted
4405723,Male,NOT SPECIFIED,MARRIED,OTHERS,7000.0,3,36,10000,Accepted
4405724,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,3,44,20000,Accepted
4405725,Male,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,20000.0,3,68,10000,Accepted
4405726,Male,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,5000.0,2,32,10000,Accepted
4405727,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405728,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,3,68,10000,Rejected
4405729,Female,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,20000,Rejected
4405730,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405731,FEMALE,NOT SPECIFIED,UNSPECIFIED,TRADE/BUSINESS,20000.0,1,68,10000,Accepted
4405732,Female,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Accepted
4405733,Female,NOT SPECIFIED,MARRIED,OTHERS,8000.0,1,36,20000,Accepted
4405734,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,10000.0,2,44,8000,Accepted
4405735,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,2,68,10000,Accepted
4405736,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405737,Male,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,8000,Accepted
4405738,Female,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,15000.0,2,56,20000,Accepted
4405739,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Accepted
4405740,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405741,Male,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405742,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405743,Male,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,10000,Rejected
4405744,Female,NOT SPECIFIED,SINGLE,OTHERS,10000.0,2,44,8000,Rejected
4405745,Male,NOT SPECIFIED,MARRIED,OTHERS,8000.0,3,36,10000,Rejected
4405746,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,15000.0,2,56,20000,Rejected
4405747,FEMALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,10000.0,2,44,20000,Accepted
4405748,Male,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405749,Male,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405750,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,20000,Accepted
4405751,Female,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,10000,Accepted
4405752,Un Specified,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,1,44,10000,Accepted
4405753,Female,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405754,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,5000.0,2,32,10000,Accepted
4405755,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,20000,Accepted
4405756,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405757,MALE,NOT SPECIFIED,SINGLE,TRADE/BUSINESS,20000.0,1,68,20000,Accepted
4405758,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,1500.0,1,24,20000,Accepted
4405759,FEMALE,NOT SPECIFIED,UNSPECIFIED,TRADE/BUSINESS,10000.0,1,44,20000,Accepted
4405760,MALE,NOT SPECIFIED,MARRIED,TRADE/BUSINESS,10000.0,1,44,10000,Accepted
4405761,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405762,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405763,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Accepted
4405764,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Accepted
4405765,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,40000,Accepted
4405766,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,1,44,20000,Accepted
4405767,MALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Accepted
4405768,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405769,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405770,MALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,20000,Accepted
4405771,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,20000,Accepted
4405772,MALE,NOT SPECIFIED,SINGLE,OTHERS,10000.0,1,44,20000,Accepted
4405773,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405774,FEMALE,PRIMARY/ELEMENTARY,UNSPECIFIED,OTHERS,10000.0,2,44,10000,Rejected
4405775,MALE,NOT SPECIFIED,UNSPECIFIED,OTHERS,20000.0,1,68,20000,Rejected
4405776,FEMALE,PRIMARY/ELEMENTARY,MARRIED,TRADE/BUSINESS,20000.0,3,68,15000,Accepted
4405777,MALE,NOT SPECIFIED,MARRIED,OTHERS,10000.0,2,44,20000,Accepted
4405778,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,1,68,10000,Rejected
4405779,FEMALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,10000.0,2,44,20000,Rejected
4405780,MALE,PRIMARY/ELEMENTARY,MARRIED,OTHERS,20000.0,2,68,20000,Rejected
4405781,FEMALE,NOT SPECIFIED,MARRIED,OTHERS,20000.0,2,68,15000,Rejected
